tabled_Salgsform,tabled_Forrige pris,id,price,title,place,tabled_Antall dører,tabled_CO2 utslipp,tabled_Interiørfarge,tabled_Hjuldrift,tabled_Pris eks omreg,tabled_Avgiftsklasse,tabled_Antall eiere,tabled_Hjuldriftnavn,tabled_Str. lasterom,tabled_Drivstoff,tabled_Antall seter,tabled_Km.stand,tabled_Årsmodell,tabled_Sylindervolum,tabled_Farge,tabled_Effekt,tabled_Karosseri,tabled_Innskudd,tabled_Omregistrering,tabled_Vekt,tabled_Bilen står i,tabled_Årsavgift,tabled_1. gang registrert,tabled_Girkasse,tabled_Reg.nr.,tabled_Fargebeskrivelse
,,98567859,409000,Mercedes-Benz CLA,1473 Lørenskog,,,,,"402 936,-",,,,,,,,,,,,,,"6 064,-",,,Ikke inklusiv,,,,
,,98567788,127000,Volkswagen Transporter,4340 Bryne,,,,,"125 745,-",,,,,,,,,,,,,,"1 255,-",,,Inklusiv,,,,
,,96381509,98660,Opel Insignia,3830 Ulefoss,,,,,"95 000,-",,,,,,,,,,,,,,"3 660,-",,,Inklusiv,,,,
,,98567607,179900,Mercedes-Benz C-Klasse,7609 Levanger,,,,,"176 240,-",,,,,,,,,,,,,,"3 660,-",,,Inklusiv,,,,
,,98567627,539000,Toyota Land Cruiser,4823 Nedenes,,,,,"535 340,-",,,,,,,,,,,,,,"3 660,-",,,Inklusiv,,,,
,,98567663,89000,Citroen C4,1710 Sarpsborg,,,,,"85 340,-",,,,,,,,,,,,,,"3 660,-",,,Ikke inklusiv,,,,
,,98567624,439000,BMW 4-serie,3400 Lier,,,,,"432 936,-",,,,,,,,,,,,,,"6 064,-",,,Ikke inklusiv,,,,
,,98565700,21569,Peugeot 307 SW,2670 Otta,,,,,"20 000,-",,,,,,,,,,,,,,"1 569,-",,,Inklusiv,,,,
,,96827609,75000,Mercedes-Benz CLK,1706 Sarpsborg,,,,,,,,,,,,,,,,,,,Fritatt,,,Inklusiv,,,,
,,98567278,148500,BMW 3-serie,1412 Sofiemyr,,,,,"145 000,-",,,,,,,,,,,,,,"3 500,-",,,Ikke inklusiv,,,,
,,98566984,27569,Ford Mondeo,3615 Kongsberg,,,,,"26 000,-",,,,,,,,,,,,,,"1 569,-",,,Inklusiv,,,,
,,98567594,235000,Citroen C3,2680 Vågå,,,,,"231 027,-",,,,,,,,,,,,,,"3 973,-",,,Inklusiv,,,,
,,98567532,159900,Audi A1,3027 Drammen,,,,,"157 286,-",,,,,,,,,,,,,,"2 614,-",,,Ikke inklusiv,,,,
,,98567504,99000,Toyota Auris,3170 Sem,,,,,"95 340,-",,,,,,,,,,,,,,"3 660,-",,,Ikke inklusiv,,,,
,,98567384,759000,Volvo XC 90,3511 Hønefoss,,,,,"752 936,-",,,,,,,,,,,,,,"6 064,-",,,Inklusiv,,,,
,,98566562,99000,Volkswagen UP!,4347 Lye,,,,,"95 027,-",,,,,,,,,,,,,,"3 973,-",,,Inklusiv,,,,
,,98567300,99900,Volkswagen Passat,5354 Straume,,,,,"96 240,-",,,,,,,,,,,,,,"3 660,-",,,Inklusiv,,,,
,,98567316,199000,Mitsubishi Outlander,7290 Støren,,,,,"197 745,-",,,,,,,,,,,,,,"1 255,-",,,Ikke inklusiv,,,,
,,98567251,69000,Volkswagen Caddy,2007 Kjeller,,,,,"67 745,-",,,,,,,,,,,,,,"1 255,-",,,Inklusiv,,,,
,,98567276,399000,BMW X1,3400 Lier,,,,,,,,,,,,,,,,,,,Fritatt,,,Ikke inklusiv,,,,
,,98567257,449000,BMW X1,3400 Lier,,,,,,,,,,,,,,,,,,,Fritatt,,,Ikke inklusiv,,,,
,,98482397,446064,Volvo V70,1395 Hvalstad,,,,,"440 000,-",,,,,,,,,,,,,,"6 064,-",,,Inklusiv,,,,
,,98566213,73000,Fiat 500,4250 Kopervik,,,,,"70 386,-",,,,,,,,,,,,,,"2 614,-",,,Ikke inklusiv,,,,
,,98567192,149000,Volkswagen Golf Plus,6011 Ålesund,,,,,"145 340,-",,,,,,,,,,,,,,"3 660,-",,,Ikke inklusiv,,,,
,,98567187,239000,Toyota RAV4,5822 Bergen,,,,,"232 936,-",,,,,,,,,,,,,,"6 064,-",,,Ikke inklusiv,,,,
,,98389857,64900,Ford Transit Connect,8370 Leknes,,,,,"63 645,-",,,,,,,,,,,,,,"1 255,-",,,Inklusiv,,,,
,,98567142,312000,Kia Niro,1309 Rud,,,,,"305 936,-",,,,,,,,,,,,,,"6 064,-",,,Inklusiv,,,,
,,98567080,189000,BMW 5-serie,7714 Steinkjer,,,,,"185 340,-",,,,,,,,,,,,,,"3 660,-",,,Ikke inklusiv,,,,
Auksjon,,98567055,39569,Volvo V50,1252 Oslo,,,,Forhjulsdrift,,Personbil,,,,Diesel,5,188 000 km,2006,"1,6 l",Sølv,109 Hk,Stasjonsvogn,,,1 333 kg,Norge,,23.08.2005,Manuell,,
,,98567020,55000,Toyota Avensis,6160 Hovdebygda,,,,,"53 431,-",,,,,,,,,,,,,,"1 569,-",,,Inklusiv,,,,
,,98567004,419000,BMW 3-serie,1815 Askim,,,,,"412 936,-",,,,,,,,,,,,,,"6 064,-",,,Ikke inklusiv,,,,
,,98566676,259000,Audi A4,1363 Høvik,,,,,"252 936,-",,,,,,,,,,,,,,"6 064,-",,,Ikke inklusiv,,,,
,,98566908,63900,Fiat 500,3946 Porsgrunn,,,,,"61 286,-",,,,,,,,,,,,,,"2 614,-",,,Inklusiv,,,,
,,98566412,149000,Volvo XC 70,5099 Bergen,,,,,,,,,,,,,,,,,,,Fritatt,,,Inklusiv,,,,
,,98566777,159000,Volkswagen UP!,7503 Stjørdal,,,,,"155 027,-",,,,,,,,,,,,,,"3 973,-",,,Ikke inklusiv,,,,
,"689 000,-",95371595,669000,Mercedes-Benz GL,3735 Skien,,,,,"667 745,-",,,,,,,,,,,,,,"1 255,-",,,Inklusiv,,,,
,,98566719,175900,Peugeot Partner,8008 Bodø,,,,,"173 913,-",,,,,,,,,,,,,,"1 987,-",,,Ikke inklusiv,,,,
,,98566689,1349000,BMW M6,1815 Askim,,,,,,,,,,,,,,,,,,,Fritatt,,,Ikke inklusiv,,,,
,,91204344,295000,BMW 5-serie,2150 Årnes,,,,,"291 340,-",,,,,,,,,,,,,,"3 660,-",,,Inklusiv,,,,
,,98566587,139000,Opel Combo,6800 Førde,,,,,"137 013,-",,,,,,,,,,,,,,"1 987,-",,,Ikke inklusiv,,,,
,,98566588,149900,Opel Vivaro,5132 Nyborg,,,,,"147 913,-",,,,,,,,,,,,,,"1 987,-",,,Ikke inklusiv,,,,
,,98550242,59700,Toyota Avensis,2321 Hamar,,,,,"56 040,-",,,,,,,,,,,,,,"3 660,-",,,Ikke inklusiv,,,,
,,98465338,66569,Chevrolet Tahoe,9900 Kirkenes,,,,,"65 000,-",,,,,,,,,,,,,,"1 569,-",,,Inklusiv,,,,
Auksjon,,98566533,29569,Volkswagen Passat,1252 Oslo,,,,Forhjulsdrift,,Personbil,,,,Diesel,5,184 105 km,2006,"1,9 l",Grå,105 Hk,Sedan,,,1 422 kg,Norge,,25.04.2005,Manuell,,
Auksjon,,98566553,4569,Volkswagen Polo,1252 Oslo,,,,Forhjulsdrift,,Personbil,,,,Bensin,5,186 588 km,2003,"1,4 l",Sølv,75 Hk,Kombi 3-dørs,,,1 053 kg,Norge,,22.09.2003,Automat,,
,,98566394,489000,Audi RS3,3360 Geithus,,,,,,,,,,,,,,,,,,,Fritatt,,,Ikke inklusiv,,,,
,,98566481,204000,Volkswagen Golf,1801 Askim,,,,,"197 936,-",,,,,,,,,,,,,,"6 064,-",,,Ikke inklusiv,,,,
,,98566494,229000,Volkswagen Golf,4016 Stavanger,,,,,,,,,,,,,,,,,,,Fritatt,,,Ikke inklusiv,,,,
,,98566397,36569,Citroen C3,9514 Alta,,,,,"35 000,-",,,,,,,,,,,,,,"1 569,-",,,Ikke inklusiv,,,,
,,98566351,189900,Honda CR-V,5354 Straume,,,,,"186 240,-",,,,,,,,,,,,,,"3 660,-",,,Inklusiv,,,,
,,98565345,238860,Audi A4,3300 Hokksund,,,,,"235 200,-",,,,,,,,,,,,,,"3 660,-",,,Ikke inklusiv,,,,
,,98566342,264900,Toyota Auris,0277 Oslo,,,,,"258 836,-",,,,,,,,,,,,,,"6 064,-",,,Ikke inklusiv,,,,
,,98566311,99900,Hyundai ix20,1640 Råde,,,,,"97 286,-",,,,,,,,,,,,,,"2 614,-",,,Inklusiv,,,,
,,98557764,49999,BMW 7-serie,0263 Oslo,,,,,"48 430,-",,,,,,,,,,,,,,"1 569,-",,,Inklusiv,,,,
,,98565121,499660,Audi A6 allroad,7045 Trondheim,,,,,"496 000,-",,,,,,,,,,,,,,"3 660,-",,,Inklusiv,,,,
,,98564338,139755,Mercedes-Benz Sprinter,7224 Melhus,,,,,"138 500,-",,,,,,,,,,,,,,"1 255,-",,,,,,,
,,98564542,149000,Volkswagen Passat Alltrack,7020 Trondheim,,,,,"145 340,-",,,,,,,,,,,,,,"3 660,-",,,Inklusiv,,,,
,,98566189,299000,Mitsubishi Outlander,7044 Trondheim,,,,,"295 340,-",,,,,,,,,,,,,,"3 660,-",,,Ikke inklusiv,,,,
,,98566199,229000,Ford Mondeo,1396 Billingstad,,,,,"222 936,-",,,,,,,,,,,,,,"6 064,-",,,Ikke inklusiv,,,,
,,98560145,229660,Ford S-MAX,1400 Ski,,,,,"226 000,-",,,,,,,,,,,,,,"3 660,-",,,Inklusiv,,,,
,,98566076,279000,Kia Sportage,1523 Moss,,,,,"272 936,-",,,,,,,,,,,,,,"6 064,-",,,Inklusiv,,,,
,,98566038,169000,Nissan Qashqai +2,5710 Skulestadmo,,,,,"165 340,-",,,,,,,,,,,,,,"3 660,-",,,Ikke inklusiv,,,,
,,98566061,409000,BMW 5-serie,1617 Fredrikstad,,,,,"405 340,-",,,,,,,,,,,,,,"3 660,-",,,Inklusiv,,,,
,,80736796,399000,BMW 5-serie,6413 Molde,,,,,"395 340,-",,,,,,,,,,,,,,"3 660,-",,,Ikke inklusiv,,,,
,,98555021,139000,Citroen C1,4886 Grimstad,,,,,"135 027,-",,,,,,,,,,,,,,"3 973,-",,,Inklusiv,,,,
,,98507206,29700,Volvo V50,2321 Hamar,,,,,"26 040,-",,,,,,,,,,,,,,"3 660,-",,,Ikke inklusiv,,,,
,,98565954,79000,Volkswagen Touran,2050 Jessheim,,,,,"75 340,-",,,,,,,,,,,,,,"3 660,-",,,Ikke inklusiv,,,,
,,98565974,194000,Volvo V60,2050 Jessheim,,,,,"190 340,-",,,,,,,,,,,,,,"3 660,-",,,Ikke inklusiv,,,,
,,98565991,277000,Volkswagen Golf,2050 Jessheim,,,,,"270 936,-",,,,,,,,,,,,,,"6 064,-",,,Ikke inklusiv,,,,
,,98565996,362900,Ford Mondeo,1396 Billingstad,,,,,"356 836,-",,,,,,,,,,,,,,"6 064,-",,,Ikke inklusiv,,,,
,,98565920,199000,Toyota Auris,4823 Nedenes,,,,,"195 340,-",,,,,,,,,,,,,,"3 660,-",,,Ikke inklusiv,,,,
,,98565939,169000,Toyota Urban Cruiser,2050 Jessheim,,,,,"162 936,-",,,,,,,,,,,,,,"6 064,-",,,Ikke inklusiv,,,,
,,98565880,118000,Skoda Roomster,2050 Jessheim,,,,,"114 340,-",,,,,,,,,,,,,,"3 660,-",,,Ikke inklusiv,,,,
,,98565904,59000,Skoda Roomster,2050 Jessheim,,,,,"55 340,-",,,,,,,,,,,,,,"3 660,-",,,Ikke inklusiv,,,,
,,98565925,128500,Suzuki Swift,2050 Jessheim,,,,,"124 527,-",,,,,,,,,,,,,,"3 973,-",,,Ikke inklusiv,,,,
Auksjon,,98565817,103660,Audi A5,1252 Oslo,,,,Forhjulsdrift,,Personbil,,,,Bensin,4,103 000 km,2008,"1,8 l",Grå,170 Hk,Coupe,,,1 395 kg,Norge,,15.10.2008,Manuell,,
,,98565795,329000,Mitsubishi Outlander,7044 Trondheim,,,,,"322 936,-",,,,,,,,,,,,,,"6 064,-",,,Ikke inklusiv,,,,
,,98565810,239000,Audi A4,1787 Halden,,,,,"235 340,-",,,,,,,,,,,,,,"3 660,-",,,Ikke inklusiv,,,,
,,98565857,209000,Opel Insignia,2050 Jessheim,,,,,"205 340,-",,,,,,,,,,,,,,"3 660,-",,,Ikke inklusiv,,,,
,,98565799,99000,Honda Civic,2050 Jessheim,,,,,"96 386,-",,,,,,,,,,,,,,"2 614,-",,,Ikke inklusiv,,,,
,,98565833,159000,Toyota Avensis,2050 Jessheim,,,,,"155 340,-",,,,,,,,,,,,,,"3 660,-",,,Ikke inklusiv,,,,
,,98565739,169900,Nissan Qashqai,1400 Ski,,,,,"166 240,-",,,,,,,,,,,,,,"3 660,-",,,Inklusiv,,,,
,,92765342,64999,Ford Focus,1825 Tomter,,,,,"61 339,-",,,,,,,,,,,,,,"3 660,-",,,Ikke inklusiv,,,,
,,98565786,139000,Peugeot Partner Electric,7341 Oppdal,,,,,"137 013,-",,,,,,,,,,,,,,"1 987,-",,,Ikke inklusiv,,,,
,,98565748,125000,Citroen Jumpy,2050 Jessheim,,,,,"123 745,-",,,,,,,,,,,,,,"1 255,-",,,Ikke inklusiv,,,,
,,98565768,239000,Hyundai i30,2050 Jessheim,,,,,"232 936,-",,,,,,,,,,,,,,"6 064,-",,,Ikke inklusiv,,,,
,,98565783,128000,Opel Astra,2050 Jessheim,,,,,"124 340,-",,,,,,,,,,,,,,"3 660,-",,,Ikke inklusiv,,,,
,,98565736,209000,Mitsubishi Pajero,8501 Narvik,,,,,"207 431,-",,,,,,,,,,,,,,"1 569,-",,,Ikke inklusiv,,,,
,,95246340,134977,BMW 3-serie,3742 Skien,,,,,"130 000,-",,,,,,,,,,,,,,"4 977,-",,,Inklusiv,,,,
,,98561721,31569,Land Rover Freelander,3228 Sandefjord,,,,,"30 000,-",,,,,,,,,,,,,,"1 569,-",,,Inklusiv,,,,
,,98564953,79900,Volkswagen Touran,4028 Stavanger,,,,,"78 645,-",,,,,,,,,,,,,,"1 255,-",,,Inklusiv,,,,
,,98565628,159000,Nissan Juke,4313 Sandnes,,,,,"156 386,-",,,,,,,,,,,,,,"2 614,-",,,Ikke inklusiv,,,,
,,98565657,365000,Opel Mokka,2050 Jessheim,,,,,,,,,,,,,,,,,,,Fritatt,,,Ikke inklusiv,,,,
,,98493496,119700,Volvo XC 70,2321 Hamar,,,,,"116 040,-",,,,,,,,,,,,,,"3 660,-",,,Ikke inklusiv,,,,
,,98565615,239000,Mazda CX-5,1787 Halden,,,,,"235 340,-",,,,,,,,,,,,,,"3 660,-",,,Ikke inklusiv,,,,
,,98565560,315000,Opel Astra,2050 Jessheim,,,,,"308 936,-",,,,,,,,,,,,,,"6 064,-",,,Ikke inklusiv,,,,
,,98565571,169500,Opel Corsa,2050 Jessheim,,,,,"165 527,-",,,,,,,,,,,,,,"3 973,-",,,Ikke inklusiv,,,,
,,98565604,169000,Opel Corsa,2050 Jessheim,,,,,"165 027,-",,,,,,,,,,,,,,"3 973,-",,,Ikke inklusiv,,,,
,,98564911,51568,Volvo XC 90,5072 Bergen,,,,,"49 999,-",,,,,,,,,,,,,,"1 569,-",,,Inklusiv,,,,
,,98565494,318000,Mazda CX-3,2050 Jessheim,,,,,"311 936,-",,,,,,,,,,,,,,"6 064,-",,,Ikke inklusiv,,,,
,,98565517,235000,Mazda CX-5,2050 Jessheim,,,,,"231 340,-",,,,,,,,,,,,,,"3 660,-",,,Ikke inklusiv,,,,
,,98565539,121000,Nissan Qashqai,2050 Jessheim,,,,,"117 340,-",,,,,,,,,,,,,,"3 660,-",,,Ikke inklusiv,,,,
,,98565443,99600,Mitsubishi Lancer,5542 Karmsund,,,,,"95 940,-",,,,,,,,,,,,,,"3 660,-",,,Ikke inklusiv,,,,
,,95704696,99999,Mazda RX-8,7563 Malvik,,,,,"98 430,-",,,,,,,,,,,,,,"1 569,-",,,Inklusiv,,,,
,,98565425,165000,Renault Captur,2007 Kjeller,,,,,"161 027,-",,,,,,,,,,,,,,"3 973,-",,,Ikke inklusiv,,,,
,,98565420,489000,Volvo XC 70,5535 Haugesund,,,,,"485 340,-",,,,,,,,,,,,,,"3 660,-",,,Ikke inklusiv,,,,
,"444 000,-",97366676,428000,Ford Ranger,0661 Oslo,,,,,"426 013,-",,,,,,,,,,,,,,"1 987,-",,,Ikke inklusiv,,,,
,,98563296,65000,Mercedes-Benz Geländewagen,6240 Ørskog,,,,,,,,,,,,,,,,,,,Fritatt,,,Inklusiv,,,,
,,98564103,56000,Toyota Yaris,4316 Sandnes,,,,,"53 386,-",,,,,,,,,,,,,,"2 614,-",,,Ikke inklusiv,,,,
,,98565220,449000,Audi S3,5257 Kokstad,,,,,"445 340,-",,,,,,,,,,,,,,"3 660,-",,,Inklusiv,,,,
,,98443545,89660,Toyota Prius+ Seven,3118 Tønsberg,,,,,"86 000,-",,,,,,,,,,,,,,"3 660,-",,,Inklusiv,,,,
,,98564103,56000,Toyota Yaris,4316 Sandnes,,,,,"53 386,-",,,,,,,,,,,,,,"2 614,-",,,Ikke inklusiv,,,,
,,98565220,449000,Audi S3,5257 Kokstad,,,,,"445 340,-",,,,,,,,,,,,,,"3 660,-",,,Inklusiv,,,,
,,98565227,309000,Toyota RAV4,5710 Skulestadmo,,,,,"305 340,-",,,,,,,,,,,,,,"3 660,-",,,Ikke inklusiv,,,,
,,98565225,149000,Mazda 6,4621 Kristiansand,,,,,"145 340,-",,,,,,,,,,,,,,"3 660,-",,,Ikke inklusiv,,,,
,,98565234,749000,Mercedes-Benz E-klasse All-Terrain,7502 Stjørdal,,,,,"742 936,-",,,,,,,,,,,,,,"6 064,-",,,Ikke inklusiv,,,,
,,98563243,45000,Ford Transit Connect,1850 Mysen,,,,,"43 745,-",,,,,,,,,,,,,,"1 255,-",,,Inklusiv,,,,
,,98565078,169000,Ford B-MAX,4856 Arendal,,,,,"165 340,-",,,,,,,,,,,,,,"3 660,-",,,Ikke inklusiv,,,,
,,98565124,499000,Audi A6,8008 Bodø,,,,,"495 340,-",,,,,,,,,,,,,,"3 660,-",,,Inklusiv,,,,
,,98565013,119900,Volkswagen Caddy,7072 Heimdal,,,,,"118 645,-",,,,,,,,,,,,,,"1 255,-",,,Ikke inklusiv,,,,
,,98562408,40000,Suzuki Liana,2000 Lillestrøm,,,,,,,,,,,,,,,,,,,Fritatt,,,Inklusiv,,,,
,,98564899,415000,Ford Mondeo,3400 Lier,,,,,"408 936,-",,,,,,,,,,,,,,"6 064,-",,,Ikke inklusiv,,,,
,,89040285,49955,Renault Kangoo,4700 Vennesla,,,,,"48 700,-",,,,,,,,,,,,,,"1 255,-",,,Inklusiv,,,,
,,98498062,26569,Audi A6,3176 Undrumsdal,,,,,"25 000,-",,,,,,,,,,,,,,"1 569,-",,,Inklusiv,,,,
,,98564635,179000,Chevrolet El Camino,3170 Sem,,,,,,,,,,,,,,,,,,,Fritatt,,,Inklusiv,,,,
,,98564199,54900,Peugeot Partner,4042 Hafrsfjord,,,,,"53 645,-",,,,,,,,,,,,,,"1 255,-",,,Inklusiv,,,,
,,98564697,369900,Volvo XC 70,7714 Steinkjer,,,,,"366 240,-",,,,,,,,,,,,,,"3 660,-",,,Ikke inklusiv,,,,
,,96472190,169000,Skoda Octavia,7069 Trondheim,,,,,"165 340,-",,,,,,,,,,,,,,"3 660,-",,,Inklusiv,,,,
,,98564579,49569,Volvo S60,4265 Håvik,,,,,"48 000,-",,,,,,,,,,,,,,"1 569,-",,,Ikke inklusiv,,,,
,,98562411,112660,Ford Mondeo,3930 Porsgrunn,,,,,"109 000,-",,,,,,,,,,,,,,"3 660,-",,,Inklusiv,,,,
,,98564632,339000,Toyota HiLux,7502 Stjørdal,,,,,"337 013,-",,,,,,,,,,,,,,"1 987,-",,,Ikke inklusiv,,,,
,,98564675,193000,Toyota Auris,7502 Stjørdal,,,,,"186 936,-",,,,,,,,,,,,,,"6 064,-",,,Ikke inklusiv,,,,
,,98564628,519000,Volvo V60,2320 Furnes,,,,,,,,,,,,,,,,,,,Fritatt,,,Ikke inklusiv,,,,
,,98564613,199000,Toyota Avensis,5822 Bergen,,,,,"195 340,-",,,,,,,,,,,,,,"3 660,-",,,Ikke inklusiv,,,,
,,97443556,139990,Opel Insignia,0751 Oslo,,,,,"136 330,-",,,,,,,,,,,,,,"3 660,-",,,Inklusiv,,,,
,,98564129,25569,Opel Astra,7072 Heimdal,,,,,"24 000,-",,,,,,,,,,,,,,"1 569,-",,,,,,,
,,98564600,179000,Nissan Qashqai +2,1400 Ski,,,,,"175 340,-",,,,,,,,,,,,,,"3 660,-",,,Ikke inklusiv,,,,
Auksjon,,98564538,28255,Peugeot Expert,3170 Sem,5,,,Firehjulsdrift,,Varebil,,,,Diesel,3,141 889 km,2009,1 997 l,Hvit,120 Hk,Kasse,,,1 930 kg,,,,Manuell,UX57899,Hvit
,,98563661,349900,Nissan Pathfinder,6788 Olden,,,,,"348 645,-",,,,,,,,,,,,,,"1 255,-",,,Inklusiv,,,,
,,98564524,629000,Audi A4,5132 Nyborg,,,,,,,,,,,,,,,,,,,Inklusiv,,,Inklusiv,,,,
,,98564507,217000,Volkswagen Passat,1410 Kolbotn,,,,,"210 936,-",,,,,,,,,,,,,,"6 064,-",,,Ikke inklusiv,,,,
,,98564414,165000,Volkswagen UP!,1351 Rud,,,,,"161 027,-",,,,,,,,,,,,,,"3 973,-",,,Inklusiv,,,,
,,98564472,239000,Mazda RX-8,3048 Drammen,,,,,,,,,,,,,,,,,,,Inklusiv,,,Inklusiv,,,,
,,98563939,88000,Ford Kuga,1831 Askim,,,,,"84 340,-",,,,,,,,,,,,,,"3 660,-",,,Ikke inklusiv,,,,
,,96272190,73660,Volvo V50,4580 Lyngdal,,,,,"70 000,-",,,,,,,,,,,,,,"3 660,-",,,Inklusiv,,,,
,,98564393,745000,Mercedes-Benz GLC,1473 Lørenskog,,,,,"738 936,-",,,,,,,,,,,,,,"6 064,-",,,Ikke inklusiv,,,,
,,98564385,689000,Volvo V90,2320 Furnes,,,,,"682 936,-",,,,,,,,,,,,,,"6 064,-",,,Inklusiv,,,,
,,98560484,149000,Toyota HiLux,3880 Dalen,,,,,"147 745,-",,,,,,,,,,,,,,"1 255,-",,,Inklusiv,,,,
,,98564299,179000,Toyota Auris,3007 Drammen,,,,,"172 936,-",,,,,,,,,,,,,,"6 064,-",,,Ikke inklusiv,,,,
,,95828169,165000,Ford Focus,3711 Skien,,,,,"161 340,-",,,,,,,,,,,,,,"3 660,-",,,Inklusiv,,,,
,,98563019,31046,Audi S6,2150 Årnes,,,,,"30 000,-",,,,,,,,,,,,,,"1 046,-",,,Inklusiv,,,,
,,98564038,249000,Audi Q5,4306 Sandnes,,,,,"245 340,-",,,,,,,,,,,,,,"3 660,-",,,Ikke inklusiv,,,,
,,98563989,18900,Kia Picanto,3474 Åros,,,,,"17 331,-",,,,,,,,,,,,,,"1 569,-",,,Inklusiv,,,,
,,98563974,259900,Honda CR-V,2619 Lillehammer,,,,,"256 240,-",,,,,,,,,,,,,,"3 660,-",,,Ikke inklusiv,,,,
,,98563929,549000,Toyota Land Cruiser,3007 Drammen,,,,,"547 013,-",,,,,,,,,,,,,,"1 987,-",,,Ikke inklusiv,,,,
,,98562653,25550,Toyota RAV4,9016 Tromsø,,,,,"24 000,-",,,,,,,,,,,,,,"1 550,-",,,Inklusiv,,,,
,,90237856,248660,Mercedes-Benz E-Klasse,7260 Sistranda,,,,,"245 000,-",,,,,,,,,,,,,,"3 660,-",,,Inklusiv,,,,
,,98485401,34569,Peugeot 206 CC,6150 Ørsta,,,,,"33 000,-",,,,,,,,,,,,,,"1 569,-",,,Inklusiv,,,,
,,98562385,23569,Subaru Forester,1640 Råde,,,,,"22 000,-",,,,,,,,,,,,,,"1 569,-",,,Inklusiv,,,,
,,98563763,689000,BMW 2-serie,1412 Sofiemyr,,,,,,,,,,,,,,,,,,,Inklusiv,,,Ikke inklusiv,,,,
,,98563769,460000,MINI Countryman,3702 Skien,,,,,,,,,,,,,,,,,,,Fritatt,,,Ikke inklusiv,,,,
,,93296932,17569,Kia Picanto,3264 Larvik,,,,,"16 000,-",,,,,,,,,,,,,,"1 569,-",,,Inklusiv,,,,
,,83093835,88588,Skoda Octavia,3480 Filtvet,,,,,"85 000,-",,,,,,,,,,,,,,"3 588,-",,,Inklusiv,,,,
,,98563777,469000,BMW 2-serie,6018 Ålesund,,,,,"462 936,-",,,,,,,,,,,,,,"6 064,-",,,Ikke inklusiv,,,,
,,98562872,84046,Toyota HiAce,3027 Drammen,,,,,"83 000,-",,,,,,,,,,,,,,"1 046,-",,,Ikke inklusiv,,,,
,,98563532,399900,Isuzu D-max,3676 Notodden,,,,,"397 913,-",,,,,,,,,,,,,,"1 987,-",,,Inklusiv,,,,
,,98563538,199000,Volvo V40,1360 Fornebu,,,,,"195 340,-",,,,,,,,,,,,,,"3 660,-",,,Ikke inklusiv,,,,
,,98563491,209000,Volvo V40,1360 Fornebu,,,,,"202 936,-",,,,,,,,,,,,,,"6 064,-",,,Ikke inklusiv,,,,
Auksjon,,98563402,148560,BMW 5-serie,3170 Sem,5,,,Firehjulsdrift,,Personbil,,,,Diesel,5,186 865 km,2008,2 993 l,Grå,197 Hk,Stasjonsvogn,,,1 780 kg,,,29.07.2008,Automat,CF48060,Grå
,,98561971,81569,Mercedes-Benz E-Klasse,3060 Svelvik,,,,,"80 000,-",,,,,,,,,,,,,,"1 569,-",,,Ikke inklusiv,,,,
,,98562012,105000,Volvo V70,9322 Karlstad,,,,,"101 340,-",,,,,,,,,,,,,,"3 660,-",,,Inklusiv,,,,
,,98563351,158000,Ford Kuga,3702 Skien,,,,,"154 340,-",,,,,,,,,,,,,,"3 660,-",,,Inklusiv,,,,
,,98563257,49569,Audi A6 allroad,3027 Drammen,,,,,"48 000,-",,,,,,,,,,,,,,"1 569,-",,,Inklusiv,,,,
,,87007709,279000,Ford Focus,2067 Jessheim,,,,,"275 340,-",,,,,,,,,,,,,,"3 660,-",,,Inklusiv,,,,
,,98563193,549000,Toyota HiLux,2405 Elverum,,,,,"547 013,-",,,,,,,,,,,,,,"1 987,-",,,Ikke inklusiv,,,,
,,98560751,30000,Volkswagen Passat,4614 Kristiansand,,,,,,,,,,,,,,,,,,,Fritatt,,,Inklusiv,,,,
,,98563103,239900,Volvo V40,6517 Kristiansund,,,,,"233 836,-",,,,,,,,,,,,,,"6 064,-",,,Ikke inklusiv,,,,
,,98563183,189000,Volvo V70,7870 Grong,,,,,"185 340,-",,,,,,,,,,,,,,"3 660,-",,,Ikke inklusiv,,,,
,,98559484,146569,Ford Expedition,6430 Bud,,,,,"145 000,-",,,,,,,,,,,,,,"1 569,-",,,Inklusiv,,,,
,,98563082,239900,Volvo V40,6517 Kristiansund,,,,,"233 836,-",,,,,,,,,,,,,,"6 064,-",,,Ikke inklusiv,,,,
,,98300385,1969000,Porsche 911,7047 Trondheim,,,,,"1 962 936,-",,,,,,,,,,,,,,"6 064,-",,,Inklusiv,,,,
,,98563014,645900,Volvo S90,6517 Kristiansund,,,,,"639 836,-",,,,,,,,,,,,,,"6 064,-",,,Ikke inklusiv,,,,
,,68435077,48500,Alfa Romeo 156,5911 Alversund,,,,,"45 000,-",,,,,,,,,,,,,,"3 500,-",,,Ikke inklusiv,,,,
,,98562944,119900,Volkswagen Passat,8400 Sortland,,,,,"116 240,-",,,,,,,,,,,,,,"3 660,-",,,Inklusiv,,,,
,,98562940,299800,Volkswagen Golf,1396 Billingstad,,,,,"293 736,-",,,,,,,,,,,,,,"6 064,-",,,Ikke inklusiv,,,,
,,98562949,259900,Volvo V40 Cross Country,6517 Kristiansund,,,,,"253 836,-",,,,,,,,,,,,,,"6 064,-",,,Ikke inklusiv,,,,
